,heading,text,bias_rating
9286,De Blasio’s nightmare,"Bill de Blasio, like his progressive political idol Barack Obama, is finding out that you can’t do the New Politics if you don’t pay attention to the old politics.
In Obama’s case, it was a failure to recognize the threat posed to him by Republicans who didn’t buy into his calls for a post-partisan partnership with Congress. For New York’s ambitious liberal mayor, it was an inability to keep long-simmering tensions with the city’s traditionally powerful police department from boiling over in the past few days.
Story Continued...",left
7768,Senate votes to ratify NATO membership for Sweden and Finland,"The Senate voted on Wednesday to approve a resolution to ratify membership for Sweden and Finland in NATO, a historic vote aimed at strengthening the defense bloc amid Russia's war in Ukraine.
NATO formalized its invitation to Sweden and Finland to join the alliance at the end of June and the decision must go to the 30 member states' parliaments and legislatures for final ratification.
President Joe Biden sent the protocols for ratification to the Senate in July, paving the way for the vote, which needed to be approved by two-thirds of the Senate...",left
8101,"Justin Amash, sole Republican in Congress to support Trump impeachment, says he's now an independent","Michigan Rep. Justin Amash said Thursday that he's leaving the Republican party to become an independent as modern politics remains ""trapped in a partisan death spiral.""
Penning an op-ed in the Washington Post on the July 4th holiday, Amash described how he had become ""disenchanted with party politics"" and ""frightened by what I see from it.""
""The two-party system has evolved into an existential threat to American principles and institutions,"" Amash wrote.
Amash was the only GOP member of Congress to have come out in favor of impeaching President Donald...",left
14335,US Democrats turn to Nevada to clarify a chaotic campaign,"The muddled race to secure the Democratic nomination for US president enters a new phase this weekend as voters in the western state of Nevada gather to show their preference for one of the seven candidates still in the race.
With two contests behind them, the candidates fanned out across the state ahead of the vote in an effort to convince caucus-goers that they were best suited to take on President Donald Trump in the November general election.",left
915,"Bipartisan Group Of Senators To Introduce Immigration Plan, Preempt Obama","A bipartisan group of four Democratic senators and four Republican senators will announce the framework for a comprehensive immigration reform plan on Monday, seeking to jump out in front of President Obama's planned Tuesday speech on immigration.",left
8485,"Coronavirus infections drop below 30,000 daily in continuing sign of recovery","For the first time in 11 months, the daily average of new coronavirus infections in the United States has fallen below 30,000 amid continuing signs that most communities across the nation are emerging from the worst of the pandemic.
The seven-day average dipped to 27,815 on Friday, the lowest since June 22 and less than a tenth of the infection rate during the winter surge, according to state health department data compiled by The Washington Post.
The pandemic map remains speckled with hot spots, including parts of the Deep South, the Rocky Mountains and...",left
13516,New Obama And Romney Ads Are Linked By Guilt,Two ads released Wednesday by the campaigns of President Obama and Republican presidential nominee Mitt Romney are worth noting because of how they illustrate the very different challenges now facing the two candidates.,left
10876,"James Foley, Missing American Photojournalist, Beheaded By ISIS In Syria","James Foley, an American journalist who went missing in Syria more than a year ago, has reportedly been killed by the Islamic State, a militant group formerly known as ISIS.",left
12494,"Trump at town hall says he 'up played' severity of coronavirus, despite telling Woodward he 'wanted to always play it down'","PHILADELPHIA – President Donald Trump denied downplaying the threat from coronavirus, telling a town hall on Tuesday that he ""up played it"" despite his assertion in a recorded interview this year that he ""wanted to always play it down.""
Trump made the remarks during a 90-minute town hall hosted by ABC News in the must win battleground of Pennsylvania, an event that served as something of a preview for the presidential debates that are set to begin later this month.
""Well, I didn't downplay it. I actually, in many...",left
16337,'I decided to take my power back': Ex-FBI lawyer Lisa Page speaks out on Trump's 'sickening' attacks,"Former FBI lawyer Lisa Page has tried to avoid the media spotlight since gaining national attention for her text messages with fired FBI agent Peter Strzok, which President Donald Trump and his allies have used as evidence of a ""deep state"" conspiracy to undermine his presidency.
But in a rare interview, Page, 39, told The Daily Beast that she could no longer silently stomach the president's attacks on her. She said ""the straw that broke the camel’s back"" came when Trump repeatedly called her name at an Oct. 11...",left
16515,Report: VA scandal probe targets potential obstruction of justice,"The Justice Department and the FBI are investigating allegations of obstruction of justice at dozens of VA hospitals across the country, according to a long-awaited report released Tuesday.
The report by the Department of Veterans Affairs Office of Inspector General said 93 VA healthcare sites across the country are being investigated in connection with falsifying scheduling records that led to delay of veterans' health care and ""attempting to obstruct OIG (Office of Inspector General) and other investigative efforts."" The Justice Department and FBI are involved in the probe, the report...",left
19683,"North Carolina Lawmakers, Governor Announce 'Compromise' To Repeal 'Bathroom Bill'","Republican lawmakers and the Democratic governor of North Carolina say they've reached a deal to repeal the controversial ""bathroom bill"" that restricts the abilities of transgender people to use the restroom corresponding to their gender identity.",left
13134,Iranian Hackers Targeted Trump’s Re-election Campaign,"SAN FRANCISCO — Iranian hackers targeted President Trump’s re-election campaign, two people with knowledge of the attacks said on Friday, in a sign of how cyberattacks could become a fixture of the 2020 presidential election.
Microsoft said in a report earlier Friday that hackers, with apparent backing from Iran’s government, had made more than 2,700 attempts to identify the email accounts of current and former United States government officials, journalists covering political campaigns and accounts associated with a presidential campaign.
It was not clear what information — if any —...",left
7671,Why Chief Justice John Roberts spoke out,"Chief Justice John Roberts has watched, silently, as Donald Trump denigrated judges over the years, complaining about one because of his Mexican heritage, referring to another as a",left
3526,"Trump: We will only give foreign aid to ""those who respect us and frankly our friends""","President Trump said the US is ""taking a hard look"" at the foreign aid it sends to other countries and the financial support it provides to international organizations.",left
19602,Obama Rebukes Bush on ‘Stuff Happens’ Reaction to Oregon Shootings,"Jeb Bush drew a sharp rebuke from President Obama on Friday after the Republican presidential candidate shrugged off any need for government action in the wake of the massacre of nine people at a community college in Oregon.
“Look, stuff happens,” Mr. Bush, the former Republican governor of Florida, said at a campaign event in South Carolina. “There’s always a crisis, and the impulse is always to do something and it’s not always the right thing to do.”",left
530,"As An Indigenous Woman, I Always Hate Thanksgiving. This Year I’m Terrified Of It.","I used to think it was enough, every Thanksgiving, to post Wednesday Addams’ famous Thanksgiving monologue. Like most Indian kids across the country, when I first saw “Addams Family Values,” I delighted in the speech delivered by the iconic little outcast. It was one of the first times I remember feeling seen in pop culture as she rants about the realities of reservations and settler/colonial violence, about selling beaded bracelets by the roadside. Her statement about living in mobile homes resonated so intensely with me that I think my 10-year-old...",left
1076,Jeff Sessions enacts harsher sentencing and charges in criminal justice overhaul,"Attorney general Jeff Sessions is directing federal prosecutors to pursue the most serious charges possible against the vast majority of suspects, a reversal of Obama-era policies that is sure to send more people to prison and for much longer terms.",left
10886,Republican Risk Five Key Senate Races with Supreme Court Stance,"2016 election contest: the fight for control of the Senate. The Senate is in play this November, and the same vulnerable Republicans whose defeats might cost the G.O.P. control of the chamber are at once among the likeliest to back",left
15490,"Steven Mnuchin, Treasury Pick, Is an Outsider to Public Policy","Steven Mnuchin started his career as a trader.
He now appears to have made the political trade of a lifetime: His early pledge of loyalty to the campaign of President-elect Donald Trump has landed him the job of secretary of the Treasury.",left
5640,Turmoil Over Film Spreads to U.S. Embassy in Yemen,"Protesters angered by an anti-Islam film tried to storm the American embassy in Sana, the Yemeni capital, on Thursday, two days after assailants killed the United States ambassador to Libya.",left
5002,Reid puts GOP in a bind over Romney's taxes,Washington (CNN) -- Republican sources say they're in a Catch-22 situation on how to reply to Senate Majority Leader Harry Reid's claims that GOP presidential candidate Mitt Romney went 10 years without paying taxes.,left
18074,No More Cages: New Animal Cracker Packaging Sets The Mighty Beasts Free,Lions and tigers and bears are now roaming free – on the box for Barnum's Animals.,left
17624,Boris Johnson rules himself out of Tory leadership race,"Boris Johnson has unexpectedly ruled himself out of the Conservative leadership race, hours after his key ally Michael Gove announced a challenge for the top job on a turbulent morning.",left
16552,Kremlin calls new Trump sanctions 'unacceptable',The Kremlin has condemned as “unacceptable” new sanctions imposed by the Trump administration on Russia over Moscow's alleged involvement in the poisoning of a former Russian double agent.,left
4387,"Walker, Warnock headed for runoff next month in Georgia Senate race","In the Georgia Senate race, ABC News reports that no candidate will receive more than 50% of the vote in Tuesday's midterm elections.
There will be a Dec. 6 runoff election between Democratic incumbent Raphael Warnock and Republican challenger Herschel Walker.
As of Wednesday morning, with 96% of the expected vote reported, Warnock and Walker are tied at 49% each with Warnock leading by some 17,000 votes.
The Georgia Senate race was one of the most competitive in the country and seen as both a key part of Democrats' plans...",left
7160,The Israel-UAE agreement is an insult to the peace Palestinians and Arabs want and need,"The useless agreement between the United Arab Emirates and Israel is nothing but a ploy to artificially inflate the Trump administration’s foreign policy achievements ahead of the election. In real terms, it was nothing but leaders trading with used goods.
On Thursday, President Trump announced that U.S. diplomats had brokered a major breakthrough. The agreement basically declares that the corrupt government of Israeli Prime Minister Benjamin Netanyahu will postpone its plans for the unilateral annexation of occupied Palestinian land in return for normalization with a small but rich Arab Gulf...",left
6316,Biden On Texas School Shooting: 'Why Are We Willing To Live With This Carnage?',"President Joe Biden said he is “sick and tired” of lawmakers’ inaction on gun control after a gunman shot and killed over a dozen children at an elementary school in Uvalde, Texas, on Tuesday.
“As a nation, we have to ask: When in God’s name are we gonna stand up to the gun lobby … do what we all know in our gut needs to be done?” Biden said in an emotional speech from the White House.
“Why are we willing to live with this carnage? Why do we keep letting this happen? Where in God’s...",left
21419,"Trump targets 'Marxists' in July 4th speech, boasts of coronavirus response despite record case numbers","WASHINGTON – Despite warnings by public health officials about the spread of COVID-19, President Donald Trump hosted a July Fourth party Saturday at which he assailed the ""angry mob"" that opposes him and defended his administration's coronavirus response despite record high case numbers.
""We are now in the process of defeating the radical left, the Marxists, the anarchists, the agitators, the looters, and people who in many instances have absolutely no clue what they are doing,"" Trump said during a ""Salute to America"" event at the White House.
Trump...",left
4208,"At Long Last, the Senate Has Passed Sweeping Climate Legislation","After years of stagnant climate policy, months of excruciating political negotiations, and a marathon weekend of back-to-back voting, the Senate passed the Democrats’ sweeping climate and health care bill on Sunday. 
The estimated $740 billion package, entitled the Inflation Reduction Act, includes close to $400 billion in climate spending—by far the largest climate investment in the nation’s history. The plan would be largely paid for by new taxes, including a 15 percent minimum tax on the handful of corporations with annual profits about $1 billion.
The bill represents a fraction...",left
20049,"With these racist markers in place, there can be no peace","(CNN) - As many of America's cities burn and our democracy feels like it's unraveling, attacks on Confederate monuments in response to the death of George Floyd in Minneapolis may seem incongruous to those who believe that these protests are only about what happened there. Yet the uprisings in American cities since Floyd's death, and the vandalizing and tearing-down of statues dedicated to men who fought for the perpetuation of human slavery share a common foe: white supremacy.
From Richmond, Virginia, where the large equestrian statue of Robert E. Lee...",left
8745,"'Mean drunk' Kavanaugh was 'handsy' with girls, Julie Swetnick says in first televised interview","The third woman to accuse Supreme Court nominee Brett Kavanaugh of sexual misconduct dating to his teenage years described him as a ""mean drunk"" who pushed ""girls against walls"" during her first televised interview.",left
19072,Ghislaine Maxwell found guilty of serving as Jeffrey Epstein’s chief recruiter of underage victims,"Ghislaine Maxwell’s bound for a new social scene: federal prison.
A Manhattan jury found the wealthy one-time darling of New York and London’s high societies guilty Wednesday of enticing young sex abuse victims for Jeffrey Epstein.
The jurors in Manhattan Federal Court deliberated for 40 hours over five days before returning the verdict. The 60-year-old faces up to 65 years in prison when Judge Alison Nathan sentences her for aiding in a decade-long scheme to recruit and transport teenage girls worldwide for Epstein to sexually abuse.
“A unanimous jury has...",left
10264,"Obama seeks assault weapons ban, background checks on all gun sales","President Barack Obama on Wednesday proposed background checks on all gun sales and bans on assault weapons and high-capacity magazines as part of a package of steps to reduce gun violence in the wake of the Newtown school massacre last month.
With relatives of some of the 20 children killed in the Connecticut rampage looking on, Obama signed 23 executive actions that don't require congressional approval that he said would strengthen background checks and expand safety programs in schools.",left
3056,Outsider campaigns seek inside track,Donald Trump and Bernie Sanders are confronting the same paradox: the fate of their insurgent campaigns built on scorn for the political establishment rests on how well they play the inside game.,left
10227,"Jobs disappoint in December, but unemployment falls to 3.9%","The US economy added 199,000 jobs in December, the Labor Department reported Friday. That was the fewest jobs added in any month of 2021.
That was a major disappointment: Economists had forecast jobs growth of double that number.
So how could forecasts be so off again?
""We just have to acknowledge that this is still such an unusual time. In the best of times it's hard to tell,"" said Sarah House, economist at Wells Fargo.
A lot of the models that economists use aren't adapted to capture the labor shortage, for example,...",left
19607,The Full 60 Minutes Interview with Andrew McCabe,Watch the full 60 Minutes interview with Andrew McCabe (video).,left
6039,"With Bridge Case Charges, a Cloud Descends on Christie’s White House Hopes","In an era of maddeningly careful politics, Gov. Chris Christie rocketed to national stardom as brazenly incautious. His excesses defined him: the scorching rants, the seductive oversharing, the caustic insults and endless public feuds.
Harmless theatrics, he said.
But the in-your-face instincts and boundary-breaking behavior that Mr. Christie brought to public life found a vindictive host in the fiercely loyal circle around him, as the federal indictment of a top appointee and a former deputy chief of staff in the George Washington Bridge lane-closing scandal la",left
3423,"""Horrible"" Job Growth Ends Talk of Rate Hike","Bye bye June rate hike. That was the billboard-sized headline from Wall Street trading desks after the U.S. job-creation machine hit the wall in May. The government said 38,000 jobs were created in May, way, way, way below the roughly 160,000 new positions Wall Street economists had been expecting.",left
63,Barr Blasts His Own Prosecutors: 'All Power Is Vested In The Attorney General',"Attorney General Bill Barr blasted his own Justice Department prosecutors as a ""permanent bureaucracy"" that all too often abuse their power to go after high-profile targets in a process he likened to ""headhunting.""
In remarks Wednesday to a largely conservative audience celebrating Constitution Day at Hillsdale College, the leader of the Justice Department asserted that he's the one who should make the big calls in cases of national interest.
""The notion that line prosecutors should make the final decisions at the Department of Justice is completely crazy,"" Barr said.
""Under...",left
16431,Trump mocks teenage climate activist Greta Thunberg,"Washington (CNN)President Donald Trump mocked Swedish climate activist Greta Thunberg on Twitter late Monday night after the 16-year-old excoriated world leaders for not doing enough to tackle the climate crisis.
""She seems like a very happy young girl looking forward to a bright and wonderful future. So nice to see!"" Trump posted on Twitter, replying to a video of Thunberg's speech at the United Nations climate action summit earlier in the day.",left
12648,"Mitch McConnell faces decision over vote to increase stimulus payments to $2,000","All eyes are on Senate Majority Leader Mitch McConnell on Tuesday.
After the House overwhelmingly voted to both override President Donald Trump's veto on the National Defense Authorization Act and to pass $2,000 stimulus checks, it's Senate Republicans' turn to navigate whether they're willing to cross Trump in his final days in office.
Watch McConnell when he opens the Senate floor. The majority leader notably has not made any public commitments about how he plans to handle $2,000 checks despite the fact that Trump insisted he'd obtained a promise that...",left
8566,Biden set to go to the mat with Big Oil over gas prices,"The White House is intensifying a pressure campaign against the oil industry over rebounding gas prices as it tries to contain the political fallout of rising fuel costs just ahead of the midterms.
Top Biden administration officials in recent weeks have publicly warned companies against inflating prices. In private, their message has been even more direct. They’ve aired complaints to executives over their ballooning profits and threatened drastic new restrictions — such as limits on companies’ fuel exports — if the industry refuses to help ease the price at the...",left
1470,Israel's Benjamin Netanyahu Heads To Washington For Congress Speech,"Israeli Prime Minister Benjamin Netanyahu headed to Washington on Sunday to press his case against an emerging deal on Iran's nuclear program in a contentious address to the U.S. Congress, which he said he is delivering out of concern for Israel's security.
The address has caused an uproar that has exposed tensions between Israel and its most important ally, the United States. In accepting a Republican invitation to address Congress, Netanyahu angered the White House, which was not consulted with in advance of the invite, as well as Democrats who...",left
758,"Echoing Conservative Grievances, Blackburn Miscasts Jackson’s Views","Senator Marsha Blackburn, Republican of Tennessee, ripped into Judge Ketanji Brown Jackson on Monday during her Supreme Court confirmation hearing, tying the nominee to a wide range of conservative grievances. But the lawmaker’s accusations appeared to often be based on quotes taken out of context. Here’s a closer look at some of her apparent sources.
Blackburn linked Jackson to the controversy over transgender athletes and women’s sports.
Ms. Blackburn portrayed as excessive the progressive push for transgender rights, decrying a recent victory at the N.C.A.A. swimming championships by a transgender female...",left
1240,Rep. Jerrold Nadler defeats Rep. Carolyn Maloney in blockbuster NY-12 congressional primary,"Rep. Jerrold Nadler trounced Rep. Carolyn Maloney in their blockbuster Manhattan primary Tuesday, holding on to the district he has represented for three decades and ousting a fellow Democratic congressional titan after an unusually contentious campaign.
With nearly all ballots tallied, Nadler held about 56% of the vote total compared to the 24% clinched by Maloney, according to state Board of Elections returns from the 12th Congressional District primary. Insurgent candidate Suraj Patel trailed them with about 19%.
U.S. Rep. Jerry Nadler speaks during his election night victory party in...",left
12601,Political Shift Stalls Efforts to Overhaul Immigration,"By the time Senator Angus King called the White House to warn President Obama against taking executive action to overhaul the immigration system, officials were well aware they had a problem on their hands.
What had once looked like a clear political imperative for both parties — action to grant legal status to millions of undocumented immigrants — had morphed instead into what appeared to be a risky move that could cost Democrats their majority in the November midterm congressional elections.
But Mr. King, a Maine independent who is a...",left
4935,"Trump’s Order to Open Arctic Waters to Oil Drilling Was Unlawful, Federal Judge Finds","In a major legal blow to President Trump’s push to expand offshore oil and gas development, a federal judge ruled that an executive order by Mr. Trump that lifted an Obama-era ban on oil and gas drilling in the Arctic Ocean and parts of the North Atlantic coast was unlawful.
The decision, by Judge Sharon L. Gleason of the United States District Court for the District of Alaska, concluded late Friday that President Barack Obama’s 2015 and 2016 withdrawal from drilling of about 120 million acres of Arctic Ocean...",left
19727,"Defense Secretary Hagel will resign, sources say","Secretary of Defense Chuck Hagel will resign today as the Obama administration attempts to shift its strategy against the Islamic State, sources said Monday.",left
13977,This is one of the most dangerous things Donald Trump has done as president,"On Wednesday, President Donald Trump did something incredibly dangerous.
Asked by a reporter about QAnon, a conspiracy group that has been labeled a potential domestic terrorism threat by the FBI, Trump said this:
""Well, I don't know much about the movement other than I understand they like me very much, which I appreciate. But I don't know much about the movement. I have heard that it is gaining in popularity and from what I hear it's -- these are people that -- they watch the streets of Portland --...",left
14571,NATO doubles its battlegroups in Eastern Europe ahead of multiple summits.,"NATO is doubling its battlegroups on the alliance’s eastern flank in response to Russia’s continuing war in Ukraine, the group’s secretary general said on Wednesday, a day ahead of major summits in which President Biden will meet with European allies in Brussels.
The secretary general, Jens Stoltenberg, also focused on what import Russia’s potential use of any chemical or biological weapons in Ukraine could hold for NATO, saying that such use would “fundamentally change the nature of the conflict.” And he upped the rhetoric on China’s role in bringing the...",left
715,Ex-Aide Details Sexual Harassment Claims Against Gov. Cuomo,"A former aide to Gov. Andrew M. Cuomo published a lengthy essay on Wednesday morning accusing the governor of sexual harassment and outlining several unsettling episodes, including an unsolicited kiss in his Manhattan office.
The aide, Lindsey Boylan, described several years of uncomfortable interactions with Mr. Cuomo, a third-term Democrat, including an invitation to play strip poker on a government airplane and an email from another top aide suggesting that the governor thought she was a “better looking sister” of another woman.
Ms. Boylan, who worked for the state's economic...",left
12064,Justice Department Secretly Obtains AP Phone Records,The Associated Press is protesting what it calls a massive and unprecedented intrusion into its news gathering.,left
7971,Facebook Cuts ‘Indefinite’ Trump Suspension To A 2-Year Sentence,"Former President Donald Trump could return to Facebook on Jan. 7, 2023.
Nick Clegg, Facebook’s vice president of global affairs, announced Friday that the company has cut short its “indefinite” ban on Trump, which was imposed after he used the platform to spread baseless claims of election fraud and incite the Jan. 6 insurrection at the U.S. Capitol. 
In its place, Facebook has implemented a conditional two-year ban.
Should Facebook determine Trump fit to return to the platform at the end of that ban, he’d be back just in time for...",left
10084,Did Trump have his own tax return leaked? That was the big question after Maddow.,"It wasn’t the smoking gun President Trump’s critics had hoped for. Far from it.
Some even thought MSNBC host Rachel Maddow’s apparent scoop on Trump’s leaked 2005 tax return made him look good. After all, the New York Times had once suggested that he had avoided taxes, and others that he was faking the extent of his wealth.",left
15527,China Retaliates Against the U.S. With Its Own Higher Tariffs,"China’s finance ministry announced on Monday evening that it was raising tariffs on a wide range of American goods to 20 percent or 25 percent from 10 percent, in the first Chinese move to retaliate over President Trump’s broader increase in tariffs on Chinese goods last Friday.
But the finance ministry delayed the implementation of its tariff increase until June 1, a delay of nearly three weeks that allows time for negotiators to make one last push for a deal. The delay roughly matches one that the Trump administration in...",left
6905,Trump Throws Down With Pelosi and Schumer Over Border Wall: ‘I Am Proud to Shut Down the Government’,"During the tense exchanges, Vice President Mike Pence sat stoically next to Trump and remained silent.",left
6480,Trump suggests major shift on deportations,"Donald Trump suggested Wednesday that he would allow exceptions to let some undocumented immigrants to stay in the US, vowing he wouldn't grant them citizenship but telling Fox News, ""there's no amnesty, but we work with them.""",left
8239,Was Boehner's Fiscal Cliff End Run Past GOP The New Normal?,"By letting the House take up the Senate's fiscal cliff-dodging legislation that raises income tax rates on the wealthiest earners, Speaker John Boehner answered affirmatively a question that had been on many minds: Would he allow an up-or-down floor vote on a bill opposed by most fellow House Republicans?",left
9897,FCC Turns Internet Into a Public Utility,"The Federal Communications Commission on Thursday voted to change how the Internet is regulated in the most consequential decision of its kind since the Internet’s creation. By a 3-2 vote along party lines, FCC commissioners endorsed “net neutrality.” Now Internet service providers will be prohibited from creating “fast lanes” for certain content providers, e.g. Comcast speeding up Netflix over YouTube. In layman’s terms, the Internet will now be regulated as a public utility along the lines of electricity or water. “The Internet is simply too important to allow broadband providers...",left
14288,Can the Fed and Friends Save the Economy?,"Markets were in a state of near panic, deeply worried about the economic outlook. But then the Federal Reserve stepped up: its chairman issued a statement strongly suggesting that he would cut interest rates. And the market experienced a huge relief rally.
No, I’m not talking about Monday’s big market bump. I’m talking about Dec. 5, 2000, in the middle of what we now remember as the bursting of the dot-com bubble. (Actually, I wonder if some of my readers are too young even to remember that?) The Fed chairman...",left
10099,Appeals Court Rejects Bid To Reinstate Trump's Travel Ban,"A federal appeals court has unanimously rejected a Trump administration request to allow its travel ban to take effect.
The three-judge appeals panel declined to overturn a lower court's order suspending the president's ban against entry into the United States by refugees and travelers from seven majority-Muslim nations.",left
2268,"Another disappointment: US economy adds only 194,000 jobs in September","America's economic recovery has hit a roadblock: US employers added only 194,000 jobs in September, another troubling sign that Covid is disrupting the economy.
It marked the second-straight month in which the US economy added far fewer jobs than expected. Jobs growth slowed down dramatically in August.
The unemployment rate declined to 4.8% in September, the Bureau of Labor Statistics said Friday, down from 5.2% in August.
But, if you're an optimist, there is reason to be hopeful about the future: The surveys behind the jobs report were completed around the middle of...",left
15289,"Ivana Trump, Former Wife of Donald Trump, Is Dead at 73","Ivana Trump, the glamorous Czech-American businesswoman whose high-profile marriage to Donald J. Trump in the 1980s established them as one of New York’s quintessential power couples of that era, died on Thursday at her home in Manhattan. She was 73.
Mr. Trump announced her death in a statement on Truth Social, the conservative social media platform he founded. No other details were provided.
“I am very saddened to inform all of those that loved her, of which there are many, that Ivana Trump has passed away at her home in...",left
10190,Pelosi asks Trump to postpone State of the Union address because of government shutdown — or deliver it in writing,House Speaker Nancy Pelosi (D-Calif.) on Wednesday asked President Trump to postpone his State of the Union address — or deliver it in writing — because of the partial federal government shutdown.,left
18285,What US and North Korea mean when they talk about denuclearization,"When North Korean leader Kim Jong Un and his South Korea counterpart, Moon Jae-in, meet next Friday, the most important topic on the agenda is the one on which there has been least clarity: denuclearization.",left
20708,Free Market for Education? Economists Generally Don’t Buy It,"The odds are good that privatizing education will be part of the agenda for President-elect Donald J. Trump’s administration. The Republican platform calls for increasing the role of banks in giving out student loans. And Mr. Trump and the platform advocate an expansion of both vouchers, which enable students to attend the private school of their choice with government funds, and charter schools.
In addition, Betsy DeVos, Mr. Trump’s nominee for education secretary, has supported legislation that would establish vouchers in Michigan, as well as the rapid expansion of the...",left
8432,"Shinseki apologizes, orders VA fixes","VA Secretary Eric Shinseki announced several fixes to VA systems, including removal of senior leaders at the Phoenix VA hospital.",left
10412,House Speaker Paul Ryan Won't Seek Re-Election in Blow to GOP,"House Speaker Paul Ryan won’t seek re-election in November, according to people familiar with his plans, dealing a blow to congressional Republicans already facing a possible Democratic takeover of the House in the November elections and setting off a GOP leadership battle.",left
18810,What Joe Biden Has Said About Dealing With Personal Tragedy And Grief,"Perhaps no one in American politics has dealt with more personal tragedy than Vice President Joe Biden. Beau Biden, who died Saturday of brain cancer at the age of 46, is the second child of Biden to precede their father in death.
The vice president lost his 1-year-old daughter, Naomi, and his first wife, Neilia, the mother of Beau Biden, in a 1972 car crash. Biden has reflected on the tragedy and how he dealt with grief several times during his career in politics.
During his commencement address at Yale...",left
8280,Ryan and Trump Hold High-Stakes Meeting,"Donald Trump, House Speaker Paul Ryan and other top Republican officials are meeting at the Republican National Committee headquarters.",left
15189,Congressman Who Took Nude Dip In Sea Of Galilee Apologizes,"Saying he apologizes for ""any embarrassment I have caused for my colleagues and constituents,"" Kansas Republican Rep. Kevin Yoder has confirmed a Politico report that he was the ""nude member of Congress"" who took a dip in the Sea of Galilee last year during a late-night escapade ""that involved drinking [and] numerous GOP freshmen lawmakers.""
According to Politico:",left
20072,Trump headed to Texas border to assail Biden immigration policies,"Former president Donald Trump will visit the U.S.-Mexico border here Wednesday, joining Texas Gov. Greg Abbott (R) and a group of congressional Republicans for a trip that will fuel Trump's attacks on the Biden administration over its immigration policies.
The trip is part of the former president’s efforts to ramp up his political activity ahead of the 2022 midterms, where he is looking to settle scores against political opponents and position himself for a potential run for president in 2024.
The border visit in particular offers Trump the opportunity to...",left
20667,"President Donald Trump signs new travel ban, exempts Iraq","President Donald Trump signed a new executive order Monday banning immigration from six Muslim-majority countries, notably dropping Iraq from January's previous order.",left
9641,OPINION: Will Obama's immigration initiative sway Latinos?,"Did you ever wonder why Charlie Brown kept charging at the football, despite the fact that Lucy always pulled it away and he wound up flat on his back? You would think that experience has made him skeptical. It's because he really wanted to believe that, this time, things would work out. And when you really want to believe in something, you have a short memory when it comes to past disappointments.",left
12279,Trump Tells Black Voters That Democrats Take Them for Granted,"President Donald Trump appealed to Black Americans to help re-elect him, telling them in a speech Friday that Democrats -- whom African Americans are poised to overwhelmingly support in November -- take their votes for granted.
“They want to take the Black voter for granted and they have taken the Black voter for granted,” Trump said in a speech in Atlanta on Friday where he announced a plan to promote economic policies to benefit Black Americans.
“I did more for the Black community in 47 months than Joe Biden did...",left
17852,Trump taps Christopher Wray to head FBI,Wray served as an assistant attorney general from 2003 to 2005 and acted as Chris Christie’s personal attorney during the Bridgegate scandal.,left
8959,"US adds 559,000 jobs in May as fears of hiring slowdown fade","The US added 559,000 jobs in May as the coronavirus pandemic receded, shaking off fears of a substantial slowdown in hiring after April’s disappointing monthly report.
The Bureau of Labor Statistics said Friday that the unemployment rate had fallen to 5.8% from 6.1% in April, still significantly higher than the 3.8% unemployment rate recorded in February 2020 before Covid 19 hit the US but less than half its 14.8% peak in April last year.
The news comes one month after the labor department shocked economists by announcing the US had...",left
11645,Glenn Greenwald Whacks The Intercept for Attacking Reporters Covering Protests: They’re ‘Actively Targeting Two Journalists of Color’,"Glenn Greenwald took to Twitter on Thursday to criticize the publication he co-founded for attacking a group of conservative reporters who recorded last year’s racial protests.
“The Intercept is now actively targeting two journalists of color,” Greenwald wrote. “They have two white male reporters here putting a target on their backs for the crime of reporting on Antifa riots. This is genuinely disgusting and dangerous. Press freedom groups should condemn this.”
He was referencing a column published Thursday morning by the publication’s Robert Mackey and Travis Mannon in which the...",left
14854,Who Really Cares About Hillary’s Email?,"Contrary to click-bait headlines this week, the State Department inspector general’s report proves that Hillary Clinton is by a long shot the most qualified and trustworthy candidate running for president. But don’t take my word for it, take five minutes and read the report yourself. The section about Clinton “breaking the rules” is less than six pages long.",left
6822,"If Kavanaugh is confirmed, any of these 13 cases could end Roe v. Wade",The landmark abortion decision could be overturned within a year.,left
7255,Trump makes first White House visit as president-elect,"President-elect Donald Trump swooped into Washington, D.C., on Thursday for his first-ever visit to the White House since his historic election, huddling with President Barack Obama in the Oval Office for more than an hour and a half. The brash entrepreneur then headed off for meetings with leaders of the Republican majorities in Congress.
Obama and Trump struck a conciliatory pose in brief remarks after the meeting, their first face-to-face conversation after years of doing long-distance political battle. They presented a united, bipartisan front by refusing to answer questions from...",left
6128,OPINION: President Obama’s Call to America’s Better Nature,"In his final State of the Union speech, President Obama endeavored on Tuesday to lift Americans above the miasma of a brutally negative presidential campaign to reflect on what the nation has endured and achieved since he took office in the midst of a dire recession.",left
21222,Joe Biden Picks California Attorney General Xavier Becerra To Be HHS Secretary,"President-elect Joe Biden on Monday announced he’s nominating California Attorney General Xavier Becerra to lead the next administration’s Department of Health and Human Services, a surprise to many who believed the former Democratic congressman would be chosen to head the Justice Department.
The selection of Becerra — first reported by The New York Times and CNN on Sunday — is a victory for the Congressional Hispanic Caucus, which he used to lead. If confirmed, Becerra will be the first Latino to hold the position of HHS secretary.
Biden on Monday...",left
